WallclockTimeX	ReqMemX	PartitionX	SubmitDatetimeX	StateX	UIDX	UserX	PartitionTypeX	TotalCPUtime2useX	TotalGPUtime2useX	CPUhoursChargedX	GPUhoursChargedX	NeededMemX	memOverallocationFactorX
0 days 06:36:00	8.0	ash	2023-05-18	1	33333	uid_3	CPU	3 days 01:57:00	0 days	73.95	0.0	2.271309981856171	3.522196469837288
0 days 08:47:00	37.0	ash	2023-05-05	1	33333	uid_3	CPU	3 days 08:00:00	0 days	80.0	0.0	18.163903023380374	2.0370071318027856
0 days 09:39:00	28.0	ash	2023-06-03	1	33333	uid_3	CPU	1 days 23:09:00	0 days	47.15	0.0	1.0407121131317956	26.904654655878005
0 days 06:09:00	72.0	ash	2023-05-11	1	33333	uid_3	CPU	2 days 03:55:00	0 days	51.916666666666664	0.0	11.107728056820518	6.4819735981733535
0 days 05:43:00	56.0	ash	2023-05-30	1	33333	uid_3	CPU	1 days 03:04:00	0 days	27.066666666666666	0.0	29.54283831210476	1.8955524654872038
0 days 08:51:00	76.0	ash	2023-05-02	1	33333	uid_3	CPU	0 days 23:02:00	0 days	23.033333333333335	0.0	49.3251622291537	1.5407957432946893
0 days 04:26:00	14.0	ash	2023-06-25	1	33333	uid_3	CPU	3 days 07:09:00	0 days	79.15	0.0	1.589834538129106	8.805947829309957
0 days 07:01:00	63.0	ash	2023-06-01	0	33333	uid_3	CPU	0 days 14:28:00	0 days	14.466666666666667	0.0	21.67176531163662	2.907008224483321
0 days 03:25:00	58.0	ash	2023-06-30	0	33333	uid_3	CPU	0 days 19:25:00	0 days	19.416666666666668	0.0	44.62731030346165	1.2996526029824624
0 days 08:53:00	6.0	ash	2023-05-22	1	33333	uid_3	CPU	2 days 17:27:00	0 days	65.45	0.0	4.861066489340862	1.2342970443125068
0 days 08:44:00	74.0	ash	2023-05-03	1	33333	uid_3	CPU	3 days 00:23:00	0 days	72.38333333333334	0.0	52.36807084660282	1.4130747763606126
0 days 08:10:00	95.0	ash	2023-06-02	0	33333	uid_3	CPU	3 days 05:39:00	0 days	77.65	0.0	62.441620127886296	1.5214211259322081
0 days 09:57:00	89.0	ash	2023-06-11	1	33333	uid_3	CPU	2 days 22:36:00	0 days	70.6	0.0	31.569438518413122	2.8191822273966025
0 days 10:40:00	81.0	ash	2023-05-09	1	33333	uid_3	CPU	2 days 19:04:00	0 days	67.06666666666666	0.0	62.319353269447326	1.299756748915285
0 days 02:23:00	99.0	ash	2023-05-15	0	33333	uid_3	CPU	0 days 21:13:00	0 days	21.216666666666665	0.0	45.44292439452043	2.1785569771107767
0 days 00:52:00	7.0	ash	2023-06-29	0	33333	uid_3	CPU	3 days 00:26:00	0 days	72.43333333333334	0.0	0.07647925410647372	91.5280893071298
0 days 03:13:00	122.0	ash	2023-05-28	1	33333	uid_3	CPU	3 days 05:43:00	0 days	77.71666666666667	0.0	119.53520261865013	1.0206198452619288
0 days 07:08:00	8.0	ash	2023-05-22	1	33333	uid_3	CPU	1 days 11:15:00	0 days	35.25	0.0	4.344327361339991	1.841481853138349
0 days 07:25:00	33.0	ash	2023-05-12	1	33333	uid_3	CPU	2 days 08:02:00	0 days	56.03333333333333	0.0	4.397564316863423	7.504154032143266
0 days 08:35:00	118.0	ash	2023-06-29	1	33333	uid_3	CPU	0 days 03:45:00	0 days	3.75	0.0	52.92431814552143	2.2295988712702086
0 days 08:22:00	33.0	ash	2023-06-12	1	33333	uid_3	CPU	1 days 18:38:00	0 days	42.63333333333333	0.0	27.954053273159268	1.1805085894890854
0 days 08:12:00	50.0	ash	2023-05-15	1	33333	uid_3	CPU	2 days 04:00:00	0 days	52.0	0.0	42.42031198302637	1.1786806287517755
0 days 03:33:00	55.0	ash	2023-06-30	1	33333	uid_3	CPU	0 days 18:05:00	0 days	18.083333333333332	0.0	14.687341732939405	3.744721202792682
0 days 09:01:00	11.0	ash	2023-05-28	0	33333	uid_3	CPU	2 days 13:32:00	0 days	61.53333333333333	0.0	10.494329472790325	1.0481851202138046
0 days 04:19:00	71.0	ash	2023-05-31	0	33333	uid_3	CPU	2 days 13:30:00	0 days	61.5	0.0	21.837939916046757	3.251222426334657
0 days 11:30:00	114.0	ash	2023-05-18	1	33333	uid_3	CPU	3 days 10:22:00	0 days	82.36666666666666	0.0	112.8636788915274	1.0100680849643817
0 days 10:34:00	26.0	ash	2023-06-24	1	33333	uid_3	CPU	1 days 04:44:00	0 days	28.733333333333334	0.0	13.352020759148184	1.9472707891190184
0 days 08:41:00	99.0	ash	2023-06-22	0	33333	uid_3	CPU	0 days 08:19:00	0 days	8.316666666666666	0.0	23.722194591856326	4.173306968571367
0 days 09:32:00	14.0	ash	2023-06-30	0	33333	uid_3	CPU	2 days 07:04:00	0 days	55.06666666666667	0.0	4.853983137432102	2.8842292203360245
0 days 01:22:00	37.0	ash	2023-06-07	1	33333	uid_3	CPU	3 days 06:23:00	0 days	78.38333333333334	0.0	36.187233129122866	1.0224600446233905
0 days 08:49:00	122.0	ash	2023-06-26	1	33333	uid_3	CPU	0 days 13:15:00	0 days	13.25	0.0	52.29600885393559	2.332874012254929
0 days 07:13:00	21.0	ash	2023-06-23	0	33333	uid_3	CPU	1 days 00:23:00	0 days	24.383333333333333	0.0	1.105724516452405	18.992072335861902
0 days 04:52:00	80.0	ash	2023-06-24	1	33333	uid_3	CPU	2 days 14:13:00	0 days	62.21666666666667	0.0	71.2856530722219	1.122245452657203
0 days 09:06:00	12.0	ash	2023-06-21	1	33333	uid_3	CPU	1 days 08:58:00	0 days	32.96666666666667	0.0	0.9605498725008559	12.492844300480929
0 days 09:01:00	44.0	ash	2023-06-20	1	33333	uid_3	CPU	0 days 14:23:00	0 days	14.383333333333333	0.0	22.37358971898335	1.9666044006638443
0 days 08:06:00	58.0	ash	2023-05-09	1	33333	uid_3	CPU	0 days 19:58:00	0 days	19.966666666666665	0.0	8.921966745753725	6.500808807385908
0 days 10:59:00	122.0	ash	2023-06-25	0	33333	uid_3	CPU	1 days 09:40:00	0 days	33.666666666666664	0.0	4.244512115118956	28.74299723764149
0 days 05:41:00	127.0	ash	2023-06-15	1	33333	uid_3	CPU	2 days 23:21:00	0 days	71.35	0.0	77.76267099786749	1.633174354356768
0 days 07:12:00	67.0	ash	2023-06-24	1	33333	uid_3	CPU	1 days 09:56:00	0 days	33.93333333333333	0.0	53.86370521712696	1.2438802664970792
0 days 02:45:00	55.0	ash	2023-06-15	1	33333	uid_3	CPU	0 days 15:32:00	0 days	15.533333333333333	0.0	35.2398922653476	1.560731218638914
0 days 00:50:00	8.0	ash	2023-06-28	1	33333	uid_3	CPU	2 days 01:41:00	0 days	49.68333333333333	0.0	0.006238781102779534	1282.3017618675224
0 days 04:57:00	5.0	ash	2023-06-11	1	33333	uid_3	CPU	1 days 05:09:00	0 days	29.15	0.0	3.286404107708613	1.5214197147185777
0 days 08:24:00	75.0	ash	2023-05-03	0	33333	uid_3	CPU	2 days 17:24:00	0 days	65.4	0.0	54.526885782807675	1.3754682469624462
0 days 07:44:00	58.0	ash	2023-06-29	1	33333	uid_3	CPU	0 days 02:32:00	0 days	2.533333333333333	0.0	23.032762300536	2.5181521540145564
0 days 07:37:00	41.0	ash	2023-05-04	0	33333	uid_3	CPU	1 days 21:19:00	0 days	45.31666666666667	0.0	16.282679061824318	2.518013150313014
0 days 03:09:00	40.0	ash	2023-05-12	1	33333	uid_3	CPU	2 days 08:54:00	0 days	56.9	0.0	8.098189515361156	4.939375637495947
0 days 09:38:00	42.0	ash	2023-06-10	1	33333	uid_3	CPU	0 days 14:28:00	0 days	14.466666666666667	0.0	33.99457943239836	1.2354910900875014
0 days 06:06:00	72.0	ash	2023-05-02	0	33333	uid_3	CPU	0 days 04:24:00	0 days	4.4	0.0	9.514779374258548	7.567174935741555
0 days 01:24:00	20.0	ash	2023-05-16	1	33333	uid_3	CPU	3 days 02:22:00	0 days	74.36666666666666	0.0	4.375029880187791	4.571397349894564
0 days 03:59:00	35.0	ash	2023-05-13	1	33333	uid_3	CPU	3 days 07:54:00	0 days	79.9	0.0	7.374019663096027	4.746393635910789
0 days 10:15:00	84.0	ash	2023-05-16	1	33333	uid_3	CPU	2 days 12:48:00	0 days	60.8	0.0	23.522529208722467	3.571044561349792
0 days 06:27:00	84.0	ash	2023-05-22	1	33333	uid_3	CPU	2 days 16:11:00	0 days	64.18333333333334	0.0	9.230351753940704	9.100411581187897
0 days 05:46:00	13.0	ash	2023-06-17	0	33333	uid_3	CPU	0 days 22:49:00	0 days	22.816666666666666	0.0	7.122827050854188	1.8251180194584404
0 days 11:31:00	24.0	ash	2023-05-23	1	33333	uid_3	CPU	1 days 16:52:00	0 days	40.86666666666667	0.0	18.111575894393546	1.3251193678529773
0 days 01:36:00	9.0	ash	2023-06-28	1	33333	uid_3	CPU	1 days 11:22:00	0 days	35.36666666666667	0.0	6.1585796613721895	1.4613759169910152
0 days 04:02:00	50.0	ash	2023-05-07	0	33333	uid_3	CPU	3 days 02:58:00	0 days	74.96666666666667	0.0	27.273984214637455	1.8332488427989153
0 days 05:35:00	129.0	ash	2023-06-14	1	33333	uid_3	CPU	0 days 04:26:00	0 days	4.433333333333334	0.0	13.648764197019336	9.451405133672942
0 days 11:03:00	96.0	ash	2023-05-03	1	33333	uid_3	CPU	2 days 04:08:00	0 days	52.13333333333333	0.0	32.4327856348001	2.9599677647482996
0 days 05:48:00	28.0	ash	2023-05-31	0	33333	uid_3	CPU	0 days 12:37:00	0 days	12.616666666666667	0.0	4.553008079199527	6.149780433713338
0 days 08:59:00	76.0	ash	2023-06-18	1	33333	uid_3	CPU	0 days 04:57:00	0 days	4.95	0.0	74.44565094796879	1.0208789772436482
0 days 05:08:00	69.0	ash	2023-06-17	1	33333	uid_3	CPU	1 days 07:42:00	0 days	31.7	0.0	9.970576015928117	6.920362463489738
0 days 06:52:00	8.0	ash	2023-06-25	1	33333	uid_3	CPU	1 days 16:51:00	0 days	40.85	0.0	7.179477182649575	1.1142872658378744
0 days 02:09:00	94.0	ash	2023-06-27	1	33333	uid_3	CPU	3 days 10:53:00	0 days	82.88333333333334	0.0	5.697908842747195	16.497280422387163
0 days 04:06:00	54.0	ash	2023-05-19	1	33333	uid_3	CPU	2 days 05:12:00	0 days	53.2	0.0	6.9084266143695405	7.81654101784622
0 days 09:59:00	88.0	ash	2023-06-08	1	33333	uid_3	CPU	2 days 13:12:00	0 days	61.2	0.0	67.72728077369142	1.29932870469212
0 days 07:33:00	17.0	ash	2023-06-29	1	33333	uid_3	CPU	3 days 01:48:00	0 days	73.8	0.0	0.7383420349139318	23.024559345292705
0 days 01:05:00	92.0	ash	2023-05-24	1	33333	uid_3	CPU	3 days 08:32:00	0 days	80.53333333333333	0.0	22.733422392527153	4.046904967121972
0 days 07:05:00	6.0	ash	2023-05-24	1	33333	uid_3	CPU	2 days 01:16:00	0 days	49.266666666666666	0.0	1.964964845215125	3.053489742888056
0 days 03:11:00	89.0	ash	2023-06-18	1	33333	uid_3	CPU	0 days 06:30:00	0 days	6.5	0.0	51.24732370590601	1.7366760557243142
0 days 11:12:00	56.0	ash	2023-06-01	1	33333	uid_3	CPU	2 days 09:39:00	0 days	57.65	0.0	16.72942853404698	3.3473946755581827
0 days 06:45:00	99.0	ash	2023-05-22	1	33333	uid_3	CPU	1 days 05:38:00	0 days	29.633333333333333	0.0	9.599650156946332	10.312875821663495
0 days 04:13:00	56.0	ash	2023-06-23	1	33333	uid_3	CPU	3 days 11:15:00	0 days	83.25	0.0	19.332184069828816	2.8967239189180694
0 days 04:17:00	17.0	ash	2023-06-16	0	33333	uid_3	CPU	1 days 03:50:00	0 days	27.833333333333332	0.0	8.228065799801904	2.066099179762185
0 days 06:24:00	28.0	ash	2023-06-26	1	33333	uid_3	CPU	2 days 22:19:00	0 days	70.31666666666666	0.0	2.725789667422397	10.272252600648306
0 days 01:54:00	18.0	ash	2023-05-28	1	33333	uid_3	CPU	1 days 02:06:00	0 days	26.1	0.0	10.845718942148402	1.6596410155945296
0 days 01:31:00	34.0	ash	2023-06-09	0	33333	uid_3	CPU	2 days 11:40:00	0 days	59.666666666666664	0.0	12.045187713366307	2.8227040382501363
0 days 08:23:00	14.0	ash	2023-05-12	1	33333	uid_3	CPU	1 days 14:15:00	0 days	38.25	0.0	12.316078042006277	1.1367255024083474
0 days 00:56:00	42.0	ash	2023-05-31	1	33333	uid_3	CPU	1 days 05:47:00	0 days	29.783333333333335	0.0	34.754030353177775	1.2084929308395935
0 days 07:52:00	71.0	ash	2023-06-20	0	33333	uid_3	CPU	1 days 08:51:00	0 days	32.85	0.0	61.79385873831699	1.1489814918448278
0 days 07:46:00	110.0	ash	2023-05-27	1	33333	uid_3	CPU	2 days 00:33:00	0 days	48.55	0.0	48.280902562760204	2.278333547244924
0 days 04:42:00	13.0	ash	2023-06-26	1	33333	uid_3	CPU	0 days 07:01:00	0 days	7.016666666666667	0.0	3.820796880045207	3.4024315890475147
0 days 03:13:00	83.0	ash	2023-06-08	0	33333	uid_3	CPU	0 days 19:26:00	0 days	19.433333333333334	0.0	20.86141130024857	3.978637821066834
0 days 03:40:00	69.0	ash	2023-06-19	0	33333	uid_3	CPU	0 days 01:28:00	0 days	1.4666666666666666	0.0	15.02709985550773	4.591704365011598
0 days 09:23:00	95.0	ash	2023-05-03	1	33333	uid_3	CPU	3 days 08:21:00	0 days	80.35	0.0	72.07831905666956	1.3180107588983716
0 days 01:13:00	53.0	ash	2023-06-04	1	33333	uid_3	CPU	2 days 23:25:00	0 days	71.41666666666667	0.0	32.91252184345155	1.610329352824878
0 days 02:18:00	6.0	ash	2023-06-05	1	33333	uid_3	CPU	1 days 21:06:00	0 days	45.1	0.0	2.7060177864225166	2.2172803261327725
0 days 09:30:00	61.0	ash	2023-06-16	1	33333	uid_3	CPU	1 days 03:13:00	0 days	27.216666666666665	0.0	21.775362218349667	2.8013311277364887
0 days 01:35:00	30.0	ash	2023-05-13	0	33333	uid_3	CPU	2 days 17:54:00	0 days	65.9	0.0	0.16674425955954697	179.91623867139205
0 days 09:07:00	117.0	ash	2023-05-10	1	33333	uid_3	CPU	0 days 20:40:00	0 days	20.666666666666668	0.0	15.84111564437589	7.385843435941256
0 days 01:43:00	51.0	ash	2023-06-15	1	33333	uid_3	CPU	0 days 09:50:00	0 days	9.833333333333334	0.0	18.807150135450367	2.71173461330901
0 days 05:53:00	99.0	ash	2023-05-26	1	33333	uid_3	CPU	0 days 05:27:00	0 days	5.45	0.0	58.58386651486868	1.689885046677034
0 days 05:50:00	7.0	ash	2023-06-11	1	33333	uid_3	CPU	2 days 18:44:00	0 days	66.73333333333333	0.0	4.564424666784666	1.5335996343502005
0 days 05:34:00	50.0	ash	2023-06-28	1	33333	uid_3	CPU	1 days 16:40:00	0 days	40.666666666666664	0.0	11.793234652537453	4.23971891284652
0 days 07:37:00	77.0	ash	2023-06-17	1	33333	uid_3	CPU	1 days 00:47:00	0 days	24.783333333333335	0.0	54.533750333600985	1.4119696431836346
0 days 06:58:00	50.0	ash	2023-06-11	1	33333	uid_3	CPU	1 days 02:49:00	0 days	26.816666666666666	0.0	24.39989025393452	2.0491895446922115
0 days 10:40:00	120.0	ash	2023-05-20	1	33333	uid_3	CPU	2 days 15:03:00	0 days	63.05	0.0	113.16553694248702	1.060393501786559
0 days 07:17:00	65.0	ash	2023-06-07	1	33333	uid_3	CPU	3 days 10:51:00	0 days	82.85	0.0	10.95577704625223	5.932942932809618
0 days 05:53:00	119.0	ash	2023-06-27	0	33333	uid_3	CPU	3 days 02:52:00	0 days	74.86666666666666	0.0	4.295426163798867	27.703886753522173
0 days 04:34:00	109.0	ash	2023-05-25	1	33333	uid_3	CPU	1 days 04:19:00	0 days	28.316666666666666	0.0	94.18708624414161	1.1572711753441651
0 days 07:31:00	29.0	ash	2023-06-24	1	33333	uid_3	CPU	0 days 09:00:00	0 days	9.0	0.0	18.00514430775715	1.6106507953677407
0 days 02:10:00	102.0	ash	2023-05-11	0	33333	uid_3	CPU	1 days 21:39:00	0 days	45.65	0.0	62.27674714254326	1.6378504767844644
0 days 08:54:00	85.0	ash	2023-06-26	1	33333	uid_3	CPU	2 days 13:19:00	0 days	61.31666666666667	0.0	83.68818147126018	1.0156750750903856
0 days 07:33:00	20.0	ash	2023-05-17	1	33333	uid_3	CPU	1 days 20:50:00	0 days	44.833333333333336	0.0	6.709567784601484	2.980817936723163
0 days 10:45:00	28.0	ash	2023-06-25	0	33333	uid_3	CPU	1 days 06:08:00	0 days	30.133333333333333	0.0	10.69519030408984	2.6179992317942022
0 days 05:26:00	45.0	ash	2023-05-07	1	33333	uid_3	CPU	1 days 22:56:00	0 days	46.93333333333333	0.0	36.86213818216309	1.2207647797754355
0 days 04:03:00	104.0	ash	2023-06-15	1	33333	uid_3	CPU	1 days 01:24:00	0 days	25.4	0.0	78.73277553857086	1.3209238374817718
0 days 08:53:00	95.0	ash	2023-06-23	1	33333	uid_3	CPU	3 days 05:21:00	0 days	77.35	0.0	76.59510804644646	1.2402880865758819
0 days 11:17:00	17.0	ash	2023-05-07	0	33333	uid_3	CPU	2 days 12:16:00	0 days	60.266666666666666	0.0	13.367811783866207	1.2717115018418743
0 days 06:57:00	63.0	ash	2023-05-25	1	33333	uid_3	CPU	1 days 20:18:00	0 days	44.3	0.0	25.45902441198851	2.4745645779864867
0 days 05:51:00	86.0	ash	2023-06-29	1	33333	uid_3	CPU	3 days 09:07:00	0 days	81.11666666666666	0.0	13.676359045025864	6.288223328801717
0 days 09:05:00	10.0	ash	2023-06-28	1	33333	uid_3	CPU	0 days 04:33:00	0 days	4.55	0.0	3.321703890539772	3.0105031422216912
0 days 08:55:00	98.0	ash	2023-06-29	1	33333	uid_3	CPU	1 days 18:17:00	0 days	42.28333333333333	0.0	75.61507712778662	1.2960378237052341
0 days 10:44:00	26.0	ash	2023-05-15	1	33333	uid_3	CPU	2 days 01:43:00	0 days	49.71666666666667	0.0	13.726732478876329	1.8941142795643935
0 days 02:20:00	61.0	ash	2023-06-24	0	33333	uid_3	CPU	0 days 08:28:00	0 days	8.466666666666667	0.0	39.25188847105017	1.5540653552246264
0 days 05:10:00	14.0	ash	2023-05-16	1	33333	uid_3	CPU	1 days 08:02:00	0 days	32.03333333333333	0.0	5.711168161918744	2.4513373802140874
0 days 02:02:00	91.0	ash	2023-05-25	1	33333	uid_3	CPU	0 days 22:46:00	0 days	22.766666666666666	0.0	10.96078437679132	8.302325533625678
0 days 06:01:00	67.0	ash	2023-06-03	1	33333	uid_3	CPU	0 days 13:50:00	0 days	13.833333333333334	0.0	22.69547256617962	2.952130642119441
0 days 04:33:00	88.0	ash	2023-06-05	1	33333	uid_3	CPU	0 days 04:29:00	0 days	4.483333333333333	0.0	13.666478914104061	6.439112850727216
0 days 04:33:00	110.0	ash	2023-05-04	1	33333	uid_3	CPU	3 days 06:32:00	0 days	78.53333333333333	0.0	107.30123179407084	1.0251513254862585
0 days 02:04:00	59.0	ash	2023-05-14	1	33333	uid_3	CPU	3 days 05:27:00	0 days	77.45	0.0	19.33564691109319	3.0513589884676007
0 days 03:25:00	71.0	ash	2023-05-11	0	33333	uid_3	CPU	1 days 12:17:00	0 days	36.28333333333333	0.0	19.942004891520092	3.560324069030352
0 days 01:22:00	41.0	ash	2023-05-15	1	33333	uid_3	CPU	1 days 20:54:00	0 days	44.9	0.0	9.654575173988533	4.246691258923818
0 days 00:54:00	111.0	ash	2023-05-20	1	33333	uid_3	CPU	3 days 09:43:00	0 days	81.71666666666667	0.0	39.580663152767244	2.8043997032485177
0 days 04:56:00	44.0	ash	2023-06-28	0	33333	uid_3	CPU	2 days 17:09:00	0 days	65.15	0.0	16.616829877305424	2.647917823368546
0 days 08:13:00	67.0	ash	2023-05-20	1	33333	uid_3	CPU	0 days 12:00:00	0 days	12.0	0.0	12.154437605310974	5.512389974401106
0 days 11:09:00	110.0	ash	2023-06-23	0	33333	uid_3	CPU	1 days 22:01:00	0 days	46.016666666666666	0.0	36.28436195459288	3.031609047932457
0 days 10:35:00	65.0	ash	2023-05-09	0	33333	uid_3	CPU	2 days 20:57:00	0 days	68.95	0.0	32.33577033643063	2.0101577702872504
0 days 05:36:00	26.0	ash	2023-05-27	1	33333	uid_3	CPU	2 days 01:21:00	0 days	49.35	0.0	17.92686800697432	1.450337001972954
0 days 09:37:00	128.0	ash	2023-06-27	1	44444	uid_4	CPU	2 days 03:42:00	0 days	51.7	0.0	58.090505063358705	2.2034582047512195
0 days 02:36:00	20.0	ash	2023-06-10	1	44444	uid_4	CPU	0 days 05:44:00	0 days	5.733333333333333	0.0	8.371398888474042	2.389086969387699
0 days 05:10:00	22.0	ash	2023-05-31	1	44444	uid_4	CPU	0 days 22:17:00	0 days	22.283333333333335	0.0	20.53494949091758	1.0713442470228816
0 days 01:52:00	44.0	ash	2023-05-26	1	44444	uid_4	CPU	2 days 20:48:00	0 days	68.8	0.0	11.510846860897608	3.82248157166161
0 days 09:08:00	75.0	ash	2023-06-24	1	44444	uid_4	CPU	0 days 08:12:00	0 days	8.2	0.0	51.604370953746326	1.4533652598386189
0 days 05:00:00	105.0	ash	2023-06-12	1	44444	uid_4	CPU	2 days 00:28:00	0 days	48.46666666666667	0.0	58.07004526015945	1.8081611531313568
0 days 08:26:00	57.0	ash	2023-05-04	1	44444	uid_4	CPU	2 days 11:11:00	0 days	59.18333333333333	0.0	55.61706466880368	1.0248653059889374
0 days 01:14:00	101.0	ash	2023-06-17	0	44444	uid_4	CPU	0 days 15:52:00	0 days	15.866666666666667	0.0	2.9692081351437896	34.015803339804904
0 days 07:22:00	26.0	ash	2023-05-16	0	44444	uid_4	CPU	1 days 19:55:00	0 days	43.916666666666664	0.0	8.788697868772395	2.958344954874604
0 days 06:17:00	100.0	ash	2023-05-09	1	44444	uid_4	CPU	0 days 20:11:00	0 days	20.183333333333334	0.0	68.85341746719938	1.4523607350011107
0 days 03:31:00	118.0	ash	2023-06-27	1	44444	uid_4	CPU	2 days 08:49:00	0 days	56.81666666666667	0.0	38.1651809201028	3.0918234148300785
0 days 07:31:00	101.0	ash	2023-06-09	1	44444	uid_4	CPU	2 days 13:23:00	0 days	61.38333333333333	0.0	60.085953850053954	1.6809252999802267
0 days 03:16:00	97.0	ash	2023-05-22	0	44444	uid_4	CPU	0 days 14:47:00	0 days	14.783333333333333	0.0	81.20375197309596	1.1945260858406834
0 days 04:52:00	53.0	ash	2023-06-09	1	44444	uid_4	CPU	0 days 14:55:00	0 days	14.916666666666666	0.0	14.529981474466004	3.6476302528766866
0 days 03:05:00	90.0	ash	2023-06-14	1	44444	uid_4	CPU	1 days 20:30:00	0 days	44.5	0.0	56.07060269463102	1.6051191832225098
0 days 08:30:00	100.0	ash	2023-05-02	1	44444	uid_4	CPU	3 days 04:57:00	0 days	76.95	0.0	3.92519382312132	25.476448936343186
0 days 01:18:00	88.0	ash	2023-05-26	1	44444	uid_4	CPU	0 days 01:19:00	0 days	1.3166666666666667	0.0	47.48946034895915	1.8530427457664034
0 days 02:58:00	46.0	ash	2023-06-26	1	44444	uid_4	CPU	2 days 02:19:00	0 days	50.31666666666667	0.0	10.397416998217214	4.424175735943587
0 days 09:45:00	54.0	ash	2023-05-03	1	44444	uid_4	CPU	2 days 10:23:00	0 days	58.38333333333333	0.0	35.86402956082938	1.5056869141937885
0 days 11:17:00	42.0	ash	2023-06-12	1	44444	uid_4	CPU	1 days 18:54:00	0 days	42.9	0.0	0.6350332412481048	66.13827004937963
0 days 09:56:00	80.0	ash	2023-06-26	1	44444	uid_4	CPU	2 days 00:46:00	0 days	48.766666666666666	0.0	18.54321084534627	4.3142474443727385
0 days 04:08:00	60.0	ash	2023-05-11	1	44444	uid_4	CPU	0 days 01:16:00	0 days	1.2666666666666666	0.0	37.7809116384677	1.5881035527715883
0 days 10:51:00	21.0	ash	2023-05-12	0	44444	uid_4	CPU	0 days 19:30:00	0 days	19.5	0.0	19.190273173034214	1.0943043806957775
0 days 04:00:00	44.0	ash	2023-06-27	1	44444	uid_4	CPU	2 days 19:10:00	0 days	67.16666666666667	0.0	7.323518830089632	6.008040809456277
0 days 09:40:00	78.0	ash	2023-06-20	1	44444	uid_4	CPU	2 days 22:50:00	0 days	70.83333333333333	0.0	16.75842023818587	4.654376659099918
0 days 05:13:00	17.0	ash	2023-05-09	0	44444	uid_4	CPU	1 days 17:13:00	0 days	41.21666666666667	0.0	6.5709440811829385	2.587147263767243
0 days 02:55:00	83.0	ash	2023-05-06	1	44444	uid_4	CPU	1 days 20:12:00	0 days	44.2	0.0	16.700483453554288	4.9699160045774295
0 days 07:09:00	26.0	ash	2023-06-01	1	44444	uid_4	CPU	0 days 17:00:00	0 days	17.0	0.0	6.468679318212326	4.019367589733188
0 days 08:02:00	106.0	ash	2023-05-12	1	44444	uid_4	CPU	1 days 16:06:00	0 days	40.1	0.0	48.704297180989165	2.1763993350749997
0 days 05:26:00	50.0	ash	2023-06-08	0	44444	uid_4	CPU	3 days 09:25:00	0 days	81.41666666666667	0.0	20.19304090330007	2.47610056550862
0 days 05:11:00	77.0	ash	2023-05-22	1	44444	uid_4	CPU	1 days 00:10:00	0 days	24.166666666666668	0.0	14.979782170353182	5.140261662308575
0 days 08:41:00	87.0	ash	2023-05-28	0	44444	uid_4	CPU	3 days 08:53:00	0 days	80.88333333333334	0.0	58.90968928458023	1.476836850721134
0 days 10:13:00	49.0	ash	2023-05-11	1	44444	uid_4	CPU	0 days 06:45:00	0 days	6.75	0.0	23.38907153903677	2.094995516098967
0 days 06:31:00	73.0	ash	2023-05-12	1	44444	uid_4	CPU	3 days 01:30:00	0 days	73.5	0.0	33.386776980133796	2.1864943730099298
0 days 09:33:00	70.0	ash	2023-05-30	1	44444	uid_4	CPU	2 days 06:03:00	0 days	54.05	0.0	57.944964406867605	1.2080428509453642
0 days 08:43:00	53.0	ash	2023-05-16	1	44444	uid_4	CPU	2 days 11:31:00	0 days	59.516666666666666	0.0	5.93448268522459	8.930854265015725
0 days 06:19:00	70.0	ash	2023-05-24	1	44444	uid_4	CPU	2 days 11:12:00	0 days	59.2	0.0	17.74396371672364	3.9450035582537386
0 days 06:41:00	73.0	ash	2023-05-10	1	44444	uid_4	CPU	2 days 09:11:00	0 days	57.18333333333333	0.0	59.52592459437165	1.2263564236497784
0 days 01:13:00	120.0	ash	2023-06-18	1	44444	uid_4	CPU	0 days 16:07:00	0 days	16.116666666666667	0.0	5.629620110616309	21.315825516131117
0 days 04:47:00	73.0	ash	2023-05-27	1	44444	uid_4	CPU	3 days 02:16:00	0 days	74.26666666666667	0.0	65.70555195927508	1.111017224925621
0 days 02:03:00	124.0	ash	2023-05-17	1	44444	uid_4	CPU	2 days 08:37:00	0 days	56.61666666666667	0.0	67.01627065619954	1.850296932160444
0 days 07:13:00	54.0	ash	2023-05-10	1	44444	uid_4	CPU	0 days 22:30:00	0 days	22.5	0.0	44.82617952379174	1.2046531864563477
0 days 00:51:00	8.0	ash	2023-06-21	1	44444	uid_4	CPU	3 days 05:45:00	0 days	77.75	0.0	4.03430749402267	1.9829921273608913
0 days 07:28:00	51.0	ash	2023-05-17	1	44444	uid_4	CPU	0 days 17:12:00	0 days	17.2	0.0	45.43908991782897	1.1223816342322712
0 days 03:55:00	105.0	ash	2023-06-23	1	44444	uid_4	CPU	1 days 13:48:00	0 days	37.8	0.0	25.178970021399866	4.170146749877355
0 days 04:12:00	17.0	ash	2023-05-20	1	44444	uid_4	CPU	3 days 02:58:00	0 days	74.96666666666667	0.0	16.523271354670456	1.0288519528062336
0 days 11:30:00	11.0	ash	2023-05-25	1	44444	uid_4	CPU	3 days 09:03:00	0 days	81.05	0.0	6.708652473369367	1.6396735475068271
